id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9809000020,5/13/2014,1900000.0,5,2.25,3120,16672,2.0,NO,NONE,Good,9 Better,3120,0.0,1969,,98004,47.6458,-122.219,3740,17853
9809000020,3/13/2015,1940000.0,5,2.25,3120,16672,2.0,NO,NONE,Good,9 Better,3120,0.0,1969,0.0,98004,47.6458,-122.219,3740,17853
5021900050,8/18/2014,832500.0,3,2.0,1870,9527,1.0,NO,NONE,Good,7 Average,1870,0.0,1951,1997.0,98040,47.5777,-122.22399999999999,1970,11904
1003600080,11/7/2014,245000.0,3,1.0,1010,9678,1.0,NO,NONE,Very Good,7 Average,1010,0.0,1955,0.0,98188,47.4396,-122.285,1010,9375
7701960130,10/17/2014,820000.0,3,2.5,2980,18935,1.5,NO,NONE,Average,11 Excellent,2980,0.0,1990,0.0,98077,47.7133,-122.079,3670,18225
2395710020,8/7/2014,369000.0,4,2.75,2420,6495,2.0,NO,NONE,Average,8 Good,2420,0.0,2005,0.0,98038,47.3771,-122.029,2420,6200
7203230010,10/15/2014,1050000.0,4,3.25,3830,8331,2.0,NO,NONE,Average,9 Better,3830,0.0,2014,,98053,47.6906,-122.01899999999999,4080,8425
9830200380,9/17/2014,653000.0,3,3.0,3040,5067,3.0,NO,AVERAGE,Average,10 Very Good,3040,0.0,1993,0.0,98118,47.5409,-122.26700000000001,1820,5998
9407111100,4/22/2015,220650.0,2,1.75,1460,10500,1.0,NO,NONE,Average,7 Average,1460,0.0,1980,0.0,98045,47.4461,-121.76799999999999,1340,9600
9572000080,6/16/2014,300000.0,5,3.0,1940,6355,1.0,NO,NONE,Average,8 Good,1200,740.0,2007,0.0,98168,47.49800000000001,-122.322,1940,5033
3629870420,9/12/2014,970000.0,4,3.5,3780,20023,2.0,NO,AVERAGE,Average,10 Very Good,3780,0.0,2001,0.0,98029,47.5491,-122.006,2150,3675
2459970020,11/24/2014,360000.0,4,2.5,1950,5451,2.0,NO,NONE,Average,7 Average,1950,0.0,2004,0.0,98058,47.4341,-122.14399999999999,2240,6221
5547700190,3/30/2015,672500.0,3,2.5,2450,5760,2.0,,NONE,Average,9 Better,2450,0.0,2000,0.0,98074,47.6145,-122.02600000000001,2450,5762
421000285,4/23/2015,268000.0,4,1.5,1730,7020,1.5,,NONE,Good,5 Fair,1730,0.0,1953,0.0,98056,47.4939,-122.167,1110,7020
3277801640,12/2/2014,440000.0,4,1.5,1690,3245,1.5,NO,NONE,Average,8 Good,1690,0.0,1929,0.0,98126,47.5445,-122.375,1380,1590
1250203070,5/14/2014,1400000.0,3,2.5,2550,7200,2.0,NO,AVERAGE,Average,10 Very Good,2550,0.0,1981,2013.0,98144,47.5996,-122.288,2030,3500
8077200470,7/18/2014,590000.0,4,2.5,2290,11072,2.0,NO,NONE,Average,9 Better,2290,?,1986,0.0,98074,47.6283,-122.03,2340,9774
302000545,1/27/2015,359000.0,4,2.25,2710,22860,1.0,NO,NONE,Good,7 Average,1850,860.0,1962,0.0,98001,47.3207,-122.266,1700,22860
9542801990,5/29/2014,266500.0,4,1.75,1880,7632,1.0,NO,NONE,Good,7 Average,1180,700.0,1978,0.0,98023,47.3068,-122.37200000000001,1840,8528
3343901403,12/16/2014,635000.0,4,2.5,2930,8679,2.0,NO,NONE,Average,8 Good,2930,0.0,2014,0.0,98056,47.5164,-122.19,2030,7264
1121059030,10/13/2014,559000.0,3,2.5,3110,217800,2.0,NO,NONE,Average,9 Better,3110,0.0,2001,0.0,98092,47.3281,-122.124,2220,217800
9290850950,12/18/2014,895000.0,4,2.5,3480,38985,2.0,NO,NONE,Average,10 Very Good,3480,0.0,1989,0.0,98053,47.6895,-122.052,3630,36290
1136100006,1/27/2015,625000.0,2,1.5,1110,118047,1.0,,NONE,Average,7 Average,1110,0.0,1961,,98072,47.7467,-122.12799999999999,2970,43500
7923300285,3/12/2015,650000.0,4,2.25,2440,9320,1.0,NO,NONE,Good,7 Average,1880,560.0,1957,0.0,98007,47.5933,-122.135,1530,9335
1823059028,2/24/2015,312500.0,4,1.75,2280,7840,1.0,NO,NONE,Average,7 Average,1280,1000.0,1957,0.0,98055,47.4809,-122.22399999999999,2120,7260
8864000440,9/25/2014,225000.0,3,1.0,900,6099,1.0,,NONE,Average,6 Low Average,790,110.0,1944,0.0,98168,47.4807,-122.289,1240,6099
9512500680,11/19/2014,425000.0,4,1.75,1980,8400,1.0,NO,NONE,Average,7 Average,1330,650.0,1968,0.0,98052,47.6721,-122.152,1920,8400
3421069120,2/19/2015,329999.0,3,2.75,3360,41250,1.0,NO,NONE,Good,7 Average,1820,1540.0,1988,0.0,98022,47.2604,-122.023,2580,98881
4376700430,7/16/2014,572000.0,5,2.25,2340,9225,2.0,NO,NONE,Average,8 Good,2340,0.0,1973,0.0,98052,47.6369,-122.098,2140,9348
8562890430,4/7/2015,386500.0,4,2.5,3110,5048,2.0,NO,NONE,Average,8 Good,3110,0.0,2002,0.0,98042,47.3782,-122.125,3110,5190
452002005,1/21/2015,452000.0,2,1.0,980,5000,1.0,,NONE,Average,6 Low Average,980,0.0,1904,0.0,98107,47.6744,-122.369,1270,4500
7228500094,12/12/2014,278000.0,4,2.0,1480,6324,1.0,NO,NONE,Average,7 Average,1480,0.0,1943,0.0,98122,47.6147,-122.302,1480,3600
8078700020,6/3/2014,474900.0,3,2.25,1800,43647,1.0,,NONE,Good,8 Good,1800,0.0,1976,0.0,98072,47.7757,-122.132,2480,25608
5035300255,4/14/2015,450000.0,2,1.75,2130,6574,1.0,NO,NONE,Average,8 Good,1500,630.0,1946,0.0,98199,47.6529,-122.411,2130,6275
9528104985,11/4/2014,611000.0,2,1.0,1270,5100,1.0,NO,NONE,Average,7 Average,1100,170.0,1900,0.0,98115,47.6771,-122.32799999999999,1670,3900
7237590010,6/5/2014,214100.0,2,2.5,1150,2064,2.0,NO,NONE,Average,7 Average,1150,0.0,2004,,98001,47.3516,-122.292,1880,2855
3158500250,5/14/2014,317000.0,3,2.5,1840,5011,2.0,NO,NONE,Average,8 Good,1840,0.0,2012,0.0,98038,47.3555,-122.054,2000,4793
868001402,3/5/2015,1000000.0,4,3.5,3180,12528,2.0,NO,FAIR,Good,9 Better,2060,1120.0,1979,,98177,47.7058,-122.37899999999999,2850,11410
5606000233,4/24/2015,1000000.0,5,2.75,1510,5700,2.0,NO,FAIR,Good,7 Average,1510,0.0,1946,0.0,98105,47.6653,-122.27,2190,5700
5214500660,5/5/2015,525000.0,4,2.5,3070,7200,2.0,NO,NONE,Average,8 Good,3070,0.0,2005,0.0,98059,47.4899,-122.13799999999999,2590,7200
3578110020,10/1/2014,436000.0,3,2.25,1800,6680,2.0,NO,NONE,Average,8 Good,1800,0.0,1983,,98034,47.7293,-122.223,1630,8621
3578401330,7/18/2014,450000.0,3,1.75,1540,9154,1.0,NO,NONE,Average,8 Good,1540,0.0,1983,0.0,98074,47.6207,-122.042,1990,10273
7525000080,5/2/2014,588500.0,3,1.75,2330,14892,1.0,NO,NONE,Average,8 Good,1970,360.0,1980,0.0,98074,47.6267,-122.046,2570,14217
4273000095,5/11/2015,340000.0,4,1.75,1400,8374,1.0,NO,NONE,Average,7 Average,1400,0.0,1953,0.0,98166,47.4735,-122.344,1420,8360
4014400190,7/14/2014,482000.0,4,2.5,2846,85377,1.5,NO,NONE,Average,8 Good,1976,870.0,2000,0.0,98001,47.317,-122.281,1696,57934
8678500020,12/13/2014,1580000.0,4,3.5,5830,131116,2.0,NO,NONE,Average,11 Excellent,5830,0.0,2005,0.0,98024,47.5986,-121.949,5340,207206
6918700130,8/11/2014,749000.0,3,2.5,3380,7126,2.0,NO,NONE,Average,8 Good,3380,0.0,1965,2003.0,98008,47.6276,-122.12200000000001,1810,7308
2473350470,5/11/2015,330000.0,3,1.5,1440,7875,1.0,NO,NONE,Good,8 Good,1440,0.0,1968,0.0,98058,47.4561,-122.148,1800,8964
9274200314,8/21/2014,568000.0,3,2.5,1740,1279,3.0,NO,NONE,Average,8 Good,1740,0.0,2008,,98116,47.5891,-122.387,1740,1280
2938100010,9/24/2014,239000.0,3,1.75,1470,8925,1.0,NO,NONE,Good,7 Average,1470,0.0,1957,0.0,98022,47.2026,-122.0,1430,9282
8564950250,1/7/2015,528000.0,3,2.5,2810,4932,2.0,NO,NONE,Average,8 Good,2810,0.0,2003,0.0,98011,47.7739,-122.227,2470,4919
3438502715,7/30/2014,385000.0,4,3.0,2090,5102,1.0,NO,NONE,Average,7 Average,1350,740.0,1994,0.0,98106,47.5427,-122.35600000000001,2090,5102
280610020,9/2/2014,825000.0,4,3.25,4110,14219,2.0,NO,AVERAGE,Good,10 Very Good,2570,1540.0,1979,0.0,98028,47.7382,-122.264,2760,12283
2487200938,11/26/2014,815000.0,5,3.25,3230,5000,2.0,NO,FAIR,Average,9 Better,2350,880.0,2002,0.0,98136,47.5202,-122.39299999999999,1520,5000
1775500362,10/13/2014,625000.0,4,2.5,2601,34335,2.0,NO,NONE,Average,9 Better,2601,?,1995,0.0,98072,47.742,-122.087,2080,32336
2483200010,10/7/2014,690000.0,3,1.75,2070,6000,1.0,NO,GOOD,Average,8 Good,1340,730.0,1955,,98136,47.5226,-122.382,2200,6000
4365700130,3/25/2015,210000.0,3,1.0,1660,7440,1.0,NO,NONE,Average,7 Average,1270,390.0,1957,,98106,47.5242,-122.36200000000001,1540,7440
9136101271,4/16/2015,599000.0,4,1.0,1590,4280,1.5,NO,NONE,Average,7 Average,1590,0.0,1924,0.0,98103,47.667,-122.335,2230,4280
1370804295,2/12/2015,860000.0,3,1.75,1860,5584,1.0,NO,NONE,Average,8 Good,1310,550.0,1951,,98199,47.637,-122.4,1630,6022
422049178,2/12/2015,147200.0,3,1.0,1420,9600,1.0,NO,NONE,Good,6 Low Average,1420,0.0,1954,0.0,98188,47.4232,-122.292,1400,8415
9161100795,5/6/2015,476900.0,3,1.0,1240,5758,1.5,NO,NONE,Good,6 Low Average,960,280.0,1910,0.0,98116,47.5675,-122.396,1460,5750
5561300380,8/7/2014,450000.0,4,2.5,2500,36254,1.0,NO,NONE,Good,8 Good,1590,910.0,1978,,98027,47.4685,-122.00399999999999,2360,36254
1443550020,5/6/2015,570000.0,4,2.5,2640,11816,2.0,NO,NONE,Average,8 Good,2640,0.0,1999,0.0,98019,47.733000000000004,-121.96799999999999,2400,11816
9547201155,10/16/2014,567500.0,3,1.0,1440,3060,1.5,,NONE,Good,7 Average,1440,0.0,1910,,98115,47.6769,-122.307,1440,3570
3625059120,10/23/2014,790000.0,5,3.25,3030,20446,2.0,NO,AVERAGE,Average,9 Better,2130,900.0,1976,0.0,98008,47.6133,-122.10600000000001,2890,20908
644000185,7/7/2014,875000.0,3,1.5,1820,12686,1.0,NO,NONE,Good,7 Average,1820,0.0,1952,0.0,98004,47.5886,-122.195,3020,11550
5710500010,6/10/2014,490000.0,3,2.0,2220,10275,2.0,NO,NONE,Average,9 Better,1640,580.0,1980,0.0,98027,47.5304,-122.055,2300,9975
2482410130,6/10/2014,335000.0,3,1.75,2430,9133,1.0,,NONE,Good,7 Average,1410,1020.0,1978,0.0,98059,47.5116,-122.15700000000001,1980,9592
6071900130,4/15/2015,550000.0,3,1.75,1670,10798,1.0,NO,NONE,Good,8 Good,1670,0.0,1962,,98006,47.549,-122.17,2290,10798
6817800630,5/16/2014,385000.0,3,1.75,1180,10541,1.0,NO,NONE,Good,7 Average,940,240.0,1981,0.0,98074,47.6348,-122.03200000000001,1230,10879
6204400130,7/18/2014,395000.0,3,1.75,1620,8085,1.0,NO,NONE,Average,7 Average,1210,410.0,1976,0.0,98011,47.7349,-122.197,1700,8085
9274203190,6/11/2014,650000.0,2,1.0,1030,5750,1.0,NO,NONE,Very Good,8 Good,1030,0.0,1928,0.0,98116,47.5861,-122.391,1570,5750
293610020,3/4/2015,637000.0,4,2.75,2900,5803,2.0,NO,NONE,Average,9 Better,2900,0.0,2007,0.0,98028,47.7368,-122.23200000000001,2900,6212
3583400130,10/14/2014,692500.0,3,2.25,3420,9900,1.0,NO,NONE,Average,9 Better,1710,1710.0,1963,2004.0,98028,47.7412,-122.256,2290,10700
7230400430,9/30/2014,322400.0,3,1.75,1710,15844,1.0,,NONE,Good,8 Good,1710,0.0,1964,,98059,47.4706,-122.1,1990,20359
7140600190,9/5/2014,233500.0,3,1.5,1580,10517,1.0,NO,NONE,Good,6 Low Average,1580,0.0,1957,0.0,98002,47.2903,-122.214,1400,10658
6817801410,6/24/2014,400000.0,3,2.0,1230,11413,1.0,NO,NONE,Average,7 Average,990,240.0,1984,0.0,98074,47.6321,-122.03399999999999,1570,11517
6430500010,6/20/2014,547000.0,5,2.5,2200,4080,1.5,NO,NONE,Very Good,7 Average,1420,780.0,1916,0.0,98103,47.6872,-122.35,1300,4080
3023049215,7/2/2014,519000.0,5,2.25,2570,13054,1.0,NO,FAIR,Average,8 Good,1470,1100.0,1950,1992.0,98166,47.4487,-122.352,2570,19807
3625710080,6/26/2014,1030000.0,4,3.5,3320,19850,1.0,NO,AVERAGE,Good,10 Very Good,2040,?,1977,0.0,98040,47.527,-122.228,3240,15470
3390600010,5/2/2014,365000.0,3,1.0,1090,6435,1.0,NO,NONE,Good,7 Average,1090,?,1955,0.0,98106,47.5334,-122.365,1340,6435
9238480020,3/19/2015,699000.0,5,2.75,2970,36817,2.0,NO,NONE,Good,8 Good,2970,0.0,1978,0.0,98072,47.7731,-122.139,2730,29150
1036000080,10/9/2014,525000.0,3,1.75,1970,8000,1.0,NO,NONE,Good,8 Good,1970,0.0,1968,0.0,98052,47.6324,-122.1,1910,8000
1561930020,5/22/2014,430000.0,4,3.0,3220,8936,2.0,NO,NONE,Average,9 Better,2450,770.0,1990,0.0,98031,47.4208,-122.213,2810,10500
3876100080,12/15/2014,325000.0,3,1.0,1600,7500,1.0,NO,NONE,Average,7 Average,1600,0.0,1966,,98034,47.7198,-122.182,2050,7200
7454000605,7/10/2014,279000.0,2,1.0,670,6300,1.0,NO,NONE,Very Good,6 Low Average,670,0.0,1942,0.0,98126,47.5161,-122.374,760,6300
1870400635,3/11/2015,805000.0,4,1.75,2360,4750,2.0,NO,NONE,Very Good,7 Average,1660,700.0,1911,0.0,98115,47.6729,-122.29299999999999,1810,4750
8820900299,2/4/2015,419950.0,3,3.0,2150,3962,1.5,NO,NONE,Average,7 Average,1540,610.0,1949,,98125,47.7183,-122.285,1730,4609
8132700185,4/16/2015,425000.0,2,1.0,620,4455,1.0,NO,NONE,Average,6 Low Average,620,0.0,1927,0.0,98117,47.6877,-122.395,1180,5000
6413600275,7/24/2014,446000.0,4,1.75,1730,5922,2.0,NO,NONE,Very Good,7 Average,1730,0.0,1949,0.0,98125,47.7188,-122.321,1700,6127
2888000020,3/2/2015,455000.0,5,2.0,2500,7860,1.0,,NONE,Average,7 Average,1040,1460.0,1963,0.0,98034,47.7212,-122.226,2060,9684
3298700426,7/9/2014,226550.0,3,1.0,990,4440,1.0,NO,NONE,Average,6 Low Average,990,0.0,1943,0.0,98106,47.522,-122.354,990,6771
3362401815,9/30/2014,764000.0,3,2.0,1420,4080,1.5,NO,NONE,Very Good,8 Good,1420,0.0,1904,0.0,98103,47.6801,-122.348,1220,3060
5469500020,5/5/2015,439950.0,3,2.25,2170,15000,2.0,NO,NONE,Good,8 Good,2170,0.0,1978,0.0,98042,47.3863,-122.15799999999999,2430,14256
6430000280,12/16/2014,453000.0,4,2.0,1880,5100,1.0,NO,NONE,Average,8 Good,1880,0.0,1952,0.0,98103,47.6872,-122.34899999999999,1610,4590
1140000190,2/6/2015,219950.0,3,1.0,1300,9620,1.0,NO,NONE,Average,7 Average,1300,0.0,1971,,98003,47.282,-122.331,1420,9620
8021700715,5/14/2014,702500.0,3,1.5,2360,6750,2.0,NO,NONE,Very Good,7 Average,1930,430.0,1926,0.0,98103,47.6923,-122.33200000000001,1320,4500
5151600170,10/16/2014,285000.0,3,1.5,1780,12231,1.0,NO,NONE,Good,8 Good,1780,0.0,1956,0.0,98003,47.335,-122.321,2460,12663
8129700255,2/13/2015,798750.0,2,2.25,2160,2578,3.0,NO,NONE,Average,8 Good,2160,?,2005,0.0,98103,47.6607,-122.354,1800,2142
9285800345,6/26/2014,320000.0,2,1.0,950,5316,1.0,NO,AVERAGE,Average,7 Average,950,0.0,1948,,98126,47.57,-122.38,1620,6085
5706200170,12/16/2014,425000.0,3,1.75,1680,14630,1.5,NO,NONE,Average,8 Good,1680,0.0,1985,,98027,47.5272,-122.044,1920,14630
5536500020,7/16/2014,540000.0,4,2.5,2290,4450,2.0,,NONE,Average,9 Better,2290,0.0,2004,0.0,98072,47.7385,-122.169,2570,5096
98000950,12/10/2014,1060000.0,4,5.25,4140,14757,2.0,NO,AVERAGE,Average,11 Excellent,4140,0.0,2005,0.0,98075,47.5871,-121.969,4440,15523
3362401611,3/25/2015,1170000.0,4,3.75,3920,4500,3.0,NO,NONE,Average,8 Good,3920,0.0,2013,0.0,98103,47.6805,-122.346,2040,3000
6205500280,4/21/2015,576000.0,3,1.75,1500,13891,1.0,NO,NONE,Good,7 Average,1500,0.0,1951,0.0,98005,47.5866,-122.175,2020,13891
7199330010,4/17/2015,525000.0,3,1.75,1720,7200,1.0,NO,NONE,Average,7 Average,1140,580.0,1977,0.0,98052,47.6977,-122.132,1700,8400
1332200130,8/22/2014,324950.0,4,2.5,2641,8615,2.0,NO,NONE,Average,7 Average,2641,0.0,1998,0.0,98031,47.4038,-122.213,2641,8091
3244500078,8/22/2014,600000.0,3,2.5,4930,77536,2.0,NO,NONE,Average,9 Better,3930,1000.0,1981,,98072,47.7634,-122.139,2760,7351
3342102880,8/11/2014,464000.0,3,2.5,2460,5400,1.0,NO,NONE,Good,8 Good,1520,940.0,2001,0.0,98056,47.5231,-122.20200000000001,1745,5400
2557000630,7/7/2014,266000.0,4,2.25,1995,7102,2.0,,NONE,Good,8 Good,1995,0.0,1981,0.0,98023,47.2986,-122.37,1880,7950
1117200190,8/4/2014,775000.0,3,2.5,3010,74390,2.0,NO,NONE,Average,10 Very Good,3010,0.0,1998,,98053,47.6442,-121.999,3240,109771
8122100130,6/18/2014,415000.0,3,1.75,1270,4800,1.0,NO,NONE,Average,7 Average,1270,0.0,1952,2014.0,98126,47.5362,-122.376,1220,4800
9558040050,9/19/2014,550000.0,4,2.75,3080,6731,2.0,NO,GOOD,Average,9 Better,3080,0.0,2003,,98058,47.4522,-122.118,3080,6731
5702380630,1/14/2015,235000.0,3,2.25,1670,7606,2.0,NO,NONE,Average,7 Average,1670,0.0,1990,,98022,47.1949,-121.98200000000001,1670,7433
3300790670,6/20/2014,280000.0,3,2.0,1470,8089,1.0,NO,NONE,Average,7 Average,1470,0.0,1987,,98198,47.3878,-122.316,1530,7721
2558660190,10/30/2014,459000.0,3,1.75,1730,7807,1.0,NO,NONE,Average,7 Average,1260,470.0,1976,0.0,98034,47.7211,-122.169,1800,7650
4388000460,10/14/2014,195000.0,3,1.0,1070,7615,1.0,,NONE,Good,7 Average,1070,0.0,1969,0.0,98023,47.3189,-122.37299999999999,1240,6906
3224800010,11/12/2014,235000.0,3,1.5,1660,8738,1.0,,NONE,Good,7 Average,1080,580.0,1959,0.0,98002,47.3117,-122.208,1500,8466
1672000020,11/26/2014,711800.0,4,2.25,2410,16650,1.0,,NONE,Good,8 Good,2410,0.0,1965,0.0,98006,47.5706,-122.163,2720,11141
2767701416,1/16/2015,440000.0,3,2.5,1040,1032,3.0,NO,NONE,Average,7 Average,1040,0.0,2007,0.0,98107,47.6673,-122.37700000000001,1290,1275
7821200307,2/17/2015,515000.0,2,1.0,970,3300,1.0,NO,NONE,Good,7 Average,970,0.0,1916,,98103,47.6609,-122.34299999999999,1060,3600
4219400290,5/2/2014,1200000.0,5,2.75,2910,9480,1.5,NO,NONE,Average,8 Good,2910,0.0,1939,,98105,47.6552,-122.27799999999999,2940,6600
6072650290,4/6/2015,560000.0,3,1.75,2340,12443,1.5,,NONE,Good,8 Good,2340,0.0,1965,0.0,98006,47.5432,-122.177,1970,9600
5647900670,6/20/2014,340000.0,3,1.75,1880,11249,1.0,NO,NONE,Average,7 Average,1330,550.0,1985,0.0,98001,47.3295,-122.257,1870,14547
1965200010,11/10/2014,600000.0,2,1.0,1110,3500,1.5,NO,NONE,Average,6 Low Average,970,140.0,1912,0.0,98102,47.6453,-122.32700000000001,1884,1778
319500080,6/18/2014,764000.0,4,2.5,2790,7938,2.0,NO,NONE,Average,9 Better,2790,0.0,1997,0.0,98074,47.6223,-122.02600000000001,2780,7779
9526500080,7/29/2014,337000.0,4,2.0,1590,8779,1.0,NO,NONE,Average,8 Good,1590,0.0,2001,0.0,98019,47.7408,-121.97399999999999,2090,9600
7856410430,5/30/2014,1390000.0,6,2.75,5700,20000,1.0,NO,EXCELLENT,Good,10 Very Good,2850,2850.0,1977,0.0,98006,47.5601,-122.16,3690,15700
8128700005,11/19/2014,249000.0,4,1.0,1200,7552,1.0,NO,NONE,Average,6 Low Average,1060,140.0,1919,0.0,98126,47.5317,-122.37,1580,7680
3444910020,7/15/2014,350000.0,3,3.0,3200,35782,1.0,NO,NONE,Average,8 Good,2360,840.0,1978,0.0,98042,47.4121,-122.154,3090,37887
2025700130,1/29/2015,269950.0,3,2.25,1510,6000,1.0,,NONE,Good,7 Average,1150,360.0,1993,0.0,98038,47.3484,-122.036,1510,6000
224069134,2/25/2015,735000.0,3,1.75,1880,108900,1.0,NO,NONE,Average,7 Average,1880,0.0,1978,,98075,47.5913,-122.01,2730,37731
4217400305,3/31/2015,1300000.0,4,2.5,3070,4000,2.0,NO,NONE,Good,8 Good,2070,1000.0,1940,,98105,47.659,-122.281,2560,4000
3288301410,9/11/2014,475000.0,4,2.25,2110,7560,2.0,NO,NONE,Good,8 Good,2110,0.0,1974,0.0,98034,47.7331,-122.18299999999999,2110,7560
9264950660,3/10/2015,339000.0,3,2.0,2350,8459,1.5,NO,NONE,Average,9 Better,2350,0.0,1989,0.0,98023,47.3043,-122.34899999999999,2430,8459
6744700285,3/11/2015,600000.0,4,3.5,3270,15160,1.0,NO,AVERAGE,Average,8 Good,1660,1610.0,1997,,98155,47.7437,-122.287,2790,15160
7750500275,8/7/2014,397500.0,4,1.75,2220,4760,1.0,NO,NONE,Average,7 Average,1320,900.0,1918,0.0,98106,47.5215,-122.348,940,4760
1125069153,8/22/2014,1530000.0,4,3.5,5990,111078,2.0,,NONE,Average,11 Excellent,5990,0.0,2004,0.0,98053,47.667,-121.994,4690,118918
1425059178,5/7/2014,460000.0,3,2.0,1760,9055,2.0,NO,NONE,Good,7 Average,1760,0.0,1985,,98052,47.6534,-122.12799999999999,2010,9383
6671900130,12/16/2014,370000.0,4,2.75,2200,5207,1.0,NO,NONE,Very Good,7 Average,1120,1080.0,1951,,98133,47.74,-122.34299999999999,1210,6008
3172600151,3/25/2015,250000.0,4,1.0,1550,7296,1.5,NO,NONE,Average,6 Low Average,1550,0.0,1957,0.0,98106,47.5184,-122.366,1370,7680
7237550020,7/3/2014,1100000.0,4,3.75,5070,60123,2.0,NO,NONE,Average,11 Excellent,5070,0.0,2000,0.0,98053,47.6567,-122.00399999999999,4920,101930
1934800078,9/30/2014,430000.0,2,2.25,1040,1516,2.0,NO,NONE,Average,8 Good,1040,0.0,2008,0.0,98122,47.6037,-122.307,1560,1920
4385700660,8/7/2014,1090000.0,3,1.5,2560,4000,1.5,,NONE,Very Good,8 Good,1660,900.0,1927,0.0,98112,47.6384,-122.279,2560,4000
923000414,4/19/2015,670000.0,3,1.75,1850,8160,1.0,NO,NONE,Average,8 Good,1850,0.0,1952,0.0,98177,47.7241,-122.363,1600,8160
2624049167,4/23/2015,461550.0,3,1.5,2090,11895,1.0,,NONE,Average,7 Average,1790,300.0,1954,0.0,98118,47.5362,-122.26700000000001,2180,11072
8929000380,8/5/2014,479990.0,3,2.5,2010,2386,2.0,NO,NONE,Average,8 Good,1390,620.0,2014,0.0,98029,47.5525,-121.99799999999999,1690,1870
4221250010,4/14/2015,643000.0,4,2.5,2518,4663,2.0,NO,NONE,Average,8 Good,2518,0.0,2005,0.0,98075,47.5894,-122.01700000000001,2280,4525
8861500080,9/30/2014,607000.0,3,2.75,2810,12813,2.0,NO,NONE,Average,8 Good,2040,770.0,1988,,98052,47.6796,-122.11399999999999,1890,10336
1592000780,5/23/2014,625000.0,3,2.5,2600,10092,1.0,NO,NONE,Average,9 Better,2600,0.0,1984,0.0,98074,47.6223,-122.03200000000001,2440,9298
2484200080,7/29/2014,731100.0,3,2.5,2060,8778,1.0,NO,NONE,Average,8 Good,1160,900.0,1953,2010.0,98136,47.5245,-122.384,1990,7560
2322059136,3/9/2015,859000.0,3,2.5,2920,434728,2.0,NO,GOOD,Good,8 Good,2920,0.0,1999,0.0,98042,47.3809,-122.13,3150,55216
2591820080,11/3/2014,435000.0,4,2.5,2130,10375,2.0,NO,NONE,Good,8 Good,2130,0.0,1986,0.0,98058,47.4381,-122.16,2220,8508
5729000080,10/29/2014,465000.0,3,3.0,2290,15600,1.0,NO,NONE,Average,8 Good,1420,870.0,1948,1990.0,98001,47.3558,-122.29,1890,14143
5100402764,4/15/2015,740000.0,3,1.0,1230,6380,1.5,NO,NONE,Average,7 Average,1230,0.0,1927,,98115,47.6947,-122.315,1250,6380
5454000010,12/10/2014,740000.0,3,1.75,2020,9478,1.0,NO,NONE,Good,9 Better,2020,0.0,1961,0.0,98040,47.5383,-122.238,3050,15594
5412300130,11/19/2014,250000.0,3,2.0,1430,7280,1.0,NO,NONE,Average,7 Average,990,440.0,1980,0.0,98030,47.3742,-122.18,1430,7280
6873000190,3/11/2015,656000.0,2,2.5,2270,1763,3.0,NO,NONE,Average,7 Average,1820,450.0,2009,0.0,98052,47.6757,-122.12100000000001,2180,1763
9485300190,10/9/2014,300000.0,4,2.5,1910,8058,2.0,NO,NONE,Average,8 Good,1910,0.0,1992,0.0,98031,47.3891,-122.17200000000001,1910,6500
326069132,2/20/2015,643000.0,3,1.5,1780,214315,1.0,,NONE,Average,7 Average,1780,0.0,1954,,98077,47.7631,-122.02799999999999,2740,133419
3832061060,8/7/2014,311000.0,4,2.5,2690,6124,2.0,NO,NONE,Average,7 Average,2690,0.0,2007,0.0,98042,47.3343,-122.05799999999999,2300,6002
6918730130,7/21/2014,360000.0,3,1.75,1330,7482,1.0,NO,NONE,Good,7 Average,1330,0.0,1975,,98034,47.7322,-122.20700000000001,1480,8096
7952800010,5/19/2014,475000.0,4,2.5,3060,10043,1.0,NO,NONE,Good,8 Good,1700,1360.0,1968,0.0,98133,47.7387,-122.337,1630,8296
3834500417,8/9/2014,469950.0,3,3.25,1760,1778,3.0,NO,NONE,Average,8 Good,1760,0.0,2008,0.0,98125,47.7201,-122.301,1520,1615
5071700020,7/3/2014,240000.0,3,1.75,1570,8750,1.0,,NONE,Average,7 Average,1570,0.0,1960,,98148,47.4425,-122.333,1890,8825
3826000470,9/29/2014,232000.0,2,1.0,960,8100,1.0,NO,NONE,Average,6 Low Average,810,150.0,1936,0.0,98168,47.494,-122.304,960,12150
921059132,8/13/2014,350000.0,3,2.0,1680,81893,1.0,NO,NONE,Average,7 Average,1680,0.0,1991,0.0,98092,47.3248,-122.179,2480,38637
1926059027,1/9/2015,803000.0,2,1.0,1440,33747,1.5,NO,NONE,Average,7 Average,1440,0.0,1928,,98034,47.7223,-122.209,1980,8400
1328320440,12/10/2014,355000.0,3,2.25,1960,7000,1.0,NO,NONE,Average,8 Good,1600,360.0,1980,,98058,47.4427,-122.126,1980,7140
